Iteration,Total Timesteps,Iteration Time,Total Time,FPS,Value Function Loss,Surrogate Loss,    Imitate Loss,Mean Action Noise Std,Mean Reward,Mean Episode Length
0,98304,2.650398015975952,2.650398015975952,37090,0.04633471667766571,-0.005374309152830392,0,0.9988608360290527,-0.4567656274884939,13.8125
1,196608,2.657916784286499,5.308314800262451,36985,0.15941448882222176,-0.00140631006215699,0,0.9978761672973633,-0.7172041356563568,21.56
2,294912,2.749739170074463,8.058053970336914,35750,0.18326371535658836,-0.00243488085543504,0,0.9987201690673828,-0.9564023753628135,30.1875
3,393216,2.783909320831299,10.841963291168213,35311,0.13911175690591335,-0.0018765964610793161,0,0.9962431192398071,-2.3518187140425044,56.266666666666666
4,491520,2.890190601348877,13.73215389251709,34012,0.059159117937088015,-0.001809988051536493,0,0.991668164730072,-4.915611320734024,102.2
5,589824,2.811710834503174,16.543864727020264,34962,0.059585466794669625,-0.0034891205563326367,0,0.9842286109924316,-6.270088679790497,139.28
6,688128,2.839040756225586,19.38290548324585,34625,0.05236147530376911,-0.0004388330144138308,0,0.9787002801895142,-6.96562695980072,164.4
7,786432,2.8677561283111572,22.250661611557007,34279,0.05753721296787262,-0.0021837306121597067,0,0.9738262295722961,-7.4670336723327635,189.86
8,884736,2.874541997909546,25.125203609466553,34198,0.06178599372506142,-0.0005978666835289914,0,0.9700649380683899,-8.060354509353637,213.29
9,983040,2.904648780822754,28.029852390289307,33843,0.04768652599304914,0.007718396279960871,0,0.9685173034667969,-8.925888609886169,238.1
10,1081344,2.8862533569335938,30.9161057472229,34059,0.05639556646347046,-0.0030950817512348295,0,0.9633249640464783,-9.205890672206879,253.5
11,1179648,2.8991858959198,33.8152916431427,33907,0.0809200705960393,-0.0018592334546156052,0,0.9613780975341797,-9.63646808385849,274.85
12,1277952,2.880540370941162,36.69583201408386,34126,0.07372474763542414,0.0012612635269761085,0,0.963160514831543,-10.207406125068665,289.99
13,1376256,2.8987505435943604,39.59458255767822,33912,0.047160343080759046,-0.0004921541047224309,0,0.9613571166992188,-9.671418533325195,282.39
14,1474560,2.881412982940674,42.4759955406189,34116,0.05277693048119545,0.0005116398708196357,0,0.9632831811904907,-9.400010237693786,282.72
15,1572864,2.9189109802246094,45.394906520843506,33678,0.04414057619869709,0.001710372869274579,0,0.9608175158500671,-8.42462551355362,256.56
16,1671168,2.9274752140045166,48.32238173484802,33579,0.03629137799143791,-0.002683468541363254,0,0.9558965563774109,-8.599386522769928,265.44
17,1769472,2.902865171432495,51.22524690628052,33864,0.03325973181053996,0.0018861887918319553,0,0.9532687067985535,-8.181662797927856,255.17
18,1867776,2.9973955154418945,54.22264242172241,32796,0.029080700315535068,-0.0015898763635959767,0,0.9479123950004578,-8.0657088637352,262.38
19,1966080,2.9038047790527344,57.12644720077515,33853,0.031696686334908006,-0.0032572923868428917,0,0.9465997815132141,-8.246722512245178,259.42
20,2064384,2.8814892768859863,60.00793647766113,34115,0.05804115794599056,0.00037733468634542077,0,0.9438492059707642,-8.025641465187073,266.96
21,2162688,2.9097530841827393,62.91768956184387,33784,0.04226872585713863,-0.0015372702153399586,0,0.9441537857055664,-7.864650192260743,276.67
22,2260992,2.906524658203125,65.824214220047,33821,0.04016926363110542,0.002257671758707147,0,0.9439396858215332,-7.7251904320716855,267.54
23,2359296,2.92557692527771,68.7497911453247,33601,0.032468500267714265,-0.003172665047168266,0,0.9397420287132263,-7.661171505451202,277.54
24,2457600,2.881599187850952,71.63139033317566,34114,0.032776825688779355,-0.0024807996436720715,0,0.9364107251167297,-7.601763548851014,274.91
25,2555904,2.9161927700042725,74.54758310317993,33709,0.027806156128644944,0.003835975561378291,0,0.9357119798660278,-7.1166500782966615,271.13
26,2654208,2.914292097091675,77.4618752002716,33731,0.02693349774926901,-0.0027561610913835466,0,0.9326888918876648,-7.156530668735504,274.37
27,2752512,2.8873162269592285,80.34919142723083,34046,0.02358866957947612,-0.0006872769212350249,0,0.9317011833190918,-6.994729025363922,276.85
28,2850816,2.9073970317840576,83.25658845901489,33811,0.020509457029402257,-0.004515588379581459,0,0.928351104259491,-6.553705995082855,256.72
29,2949120,2.917588233947754,86.17417669296265,33693,0.02371631292626262,-0.0007492501914384775,0,0.9286414384841919,-6.241118190288543,253.53
30,3047424,2.9037559032440186,89.07793259620667,33854,0.03692222945392132,-0.0020604518009349703,0,0.9288830757141113,-6.437128322124481,268.9
31,3145728,3.005640983581543,92.08357357978821,32706,0.02654464039951563,-0.0006374939752276987,0,0.9264969229698181,-6.7373943257331845,276.51
32,3244032,2.936626434326172,95.02020001411438,33475,0.02030354905873537,-0.00304598065558821,0,0.9228887557983398,-6.279390859603882,262.57
33,3342336,2.9571454524993896,97.97734546661377,33242,0.022958040237426758,-0.0015360613891971298,0,0.9231582880020142,-6.078178627490997,262.99
34,3440640,2.9759624004364014,100.95330786705017,33032,0.019528313353657723,-0.0004240222158841789,0,0.9217924475669861,-6.345871455669403,274.97
35,3538944,2.956172227859497,103.90948009490967,33253,0.02007501544430852,-0.0027551661944016812,0,0.9200027585029602,-5.947001481056214,262.27
36,3637248,2.952547788619995,106.86202788352966,33294,0.02045591492205858,-0.0016081128094810992,0,0.9180286526679993,-6.215525588989258,267.87
37,3735552,2.940873861312866,109.80290174484253,33426,0.017084309458732606,0.0017263603411265648,0,0.9190021753311157,-5.9891785883903506,276.76
38,3833856,2.9509594440460205,112.75386118888855,33312,0.0189562214538455,-0.002014359567692736,0,0.9168160557746887,-5.694469249248504,260.78
39,3932160,2.949282169342041,115.70314335823059,33331,0.02182631241157651,-0.001257377627189271,0,0.9167599081993103,-5.6073757481575015,261.83
40,4030464,2.940507173538208,118.6436505317688,33430,0.016866132244467737,-0.00120153790776385,0,0.9139800071716309,-5.713159976005554,278.71
41,4128768,2.9608914852142334,121.60454201698303,33200,0.02179153300821781,-0.0038203034819161985,0,0.9129564166069031,-5.574140677452087,274.47
42,4227072,2.9632198810577393,124.56776189804077,33174,0.02280904110521078,-0.0009728467295644805,0,0.9126394391059875,-5.545573508739471,275.35
43,4325376,2.967177629470825,127.5349395275116,33130,0.020077790040522812,-0.004054578240902629,0,0.9118126034736633,-5.612394237518311,265.89
44,4423680,3.046786069869995,130.5817255973816,32264,0.017072582524269818,-0.00019175009729224257,0,0.9116997122764587,-5.587453646659851,268.81
45,4521984,2.9453959465026855,133.52712154388428,33375,0.015291249891743065,-0.002311790350358933,0,0.9117976427078247,-5.861817107200623,288.18
46,4620288,2.932788133621216,136.4599096775055,33518,0.01691708341240883,-0.0010071630822494626,0,0.9120115637779236,-5.294061450958252,261.22
47,4718592,2.9287197589874268,139.38862943649292,33565,0.013121562357991935,0.0008651000127429143,0,0.9118785858154297,-5.179103395938873,267.74
48,4816896,2.949594497680664,142.33822393417358,33327,0.017371236393228174,-0.004251443940302124,0,0.9124555587768555,-5.078786858320236,263.43
49,4915200,2.972214937210083,145.31043887138367,33074,0.012807706231251359,-0.002883945823123213,0,0.90936678647995,-4.9601972508430485,266.39
50,5013504,2.9471895694732666,148.25762844085693,33355,0.017962598986923695,-0.002601454174146056,0,0.9090520739555359,-5.204291386604309,269.67
51,5111808,2.991452693939209,151.24908113479614,32861,0.01454584589228034,-0.002353984641376883,0,0.9075965881347656,-5.110790174007416,270.95
52,5210112,2.999924898147583,154.24900603294373,32768,0.014066782128065825,-0.0012638981803320347,0,0.90571129322052,-5.083809521198273,268.73
53,5308416,2.9945549964904785,157.2435610294342,32827,0.012447265721857548,-0.004227380754309706,0,0.9019550681114197,-4.87896107673645,264.55
54,5406720,2.955003023147583,160.1985640525818,33266,0.013428564136847853,-0.002508835655680741,0,0.8995410799980164,-4.9986299347877505,272.61
55,5505024,2.9763524532318115,163.1749165058136,33028,0.010415253043174744,-0.0015886727156612323,0,0.8975445032119751,-4.735031673908233,257.66
56,5603328,3.00152850151062,166.17644500732422,32751,0.010899007925763727,-0.00269742738455534,0,0.8934438824653625,-4.867190988063812,278.23
57,5701632,3.1054556369781494,169.28190064430237,31655,0.011736785480752587,-0.0013313074086909182,0,0.8906976580619812,-4.795573592185974,272.18
58,5799936,2.962277889251709,172.24417853355408,33185,0.01085861874744296,-0.001986667238816153,0,0.8886348605155945,-4.533037788867951,258.2
59,5898240,2.972870111465454,175.21704864501953,33067,0.011851426679641008,-0.003756182461802382,0,0.8867616653442383,-4.477903826236725,264.46
60,5996544,2.972132921218872,178.1891815662384,33075,0.009525723569095135,0.0003623448505095439,0,0.884643018245697,-4.520868790149689,265.04
61,6094848,2.9813413619995117,181.17052292823792,32973,0.010396525030955672,6.995814474066719e-05,0,0.8835287094116211,-4.378342671394348,257.06
62,6193152,2.9763951301574707,184.14691805839539,33027,0.009256268059834838,-0.0012431759270839394,0,0.8818784952163696,-4.180941858291626,248.09
63,6291456,2.9785845279693604,187.12550258636475,33003,0.015325275994837285,-0.0008822825970128178,0,0.8831327557563782,-4.283766345977783,259.59
64,6389760,2.982609748840332,190.10811233520508,32959,0.009485951112583279,-0.002326557618653169,0,0.8801447153091431,-4.449136517047882,255.98
65,6488064,2.986536741256714,193.0946490764618,32915,0.0096246637403965,-0.00169846445278381,0,0.8758780360221863,-4.255714597702027,257.46
66,6586368,2.9862563610076904,196.08090543746948,32918,0.009311269503086805,-4.570195451378822e-05,0,0.8748194575309753,-4.240551544427872,254.81
67,6684672,2.982821226119995,199.06372666358948,32956,0.009895118651911616,-0.0033053830062272026,0,0.8738867044448853,-4.1356579160690305,255.96
68,6782976,3.0021917819976807,202.06591844558716,32744,0.00809244487900287,-0.0023085559005266987,0,0.8705126047134399,-4.14369243144989,261.44
69,6881280,2.96895694732666,205.03487539291382,33110,0.010835213679820299,-0.00020699938759207725,0,0.8700213432312012,-4.064108996391297,256.35
70,6979584,2.975778818130493,208.0106542110443,33034,0.00883867759257555,-0.0013501379871740937,0,0.868543267250061,-4.103101432323456,260.63
71,7077888,3.093397855758667,211.10405206680298,31778,0.008856756053864956,-0.002841544991497358,0,0.865642249584198,-4.058545303344727,253.82
72,7176192,2.989943504333496,214.09399557113647,32878,0.009873872343450784,-0.0004186167039733846,0,0.8633508682250977,-3.9621584033966064,251.93
73,7274496,2.9614384174346924,217.05543398857117,33194,0.008427168871276081,-0.004231850558426231,0,0.8607660531997681,-3.8574385452270508,250.85
74,7372800,3.0001044273376465,220.0555384159088,32766,0.008511412143707275,-0.004558666056254879,0,0.8580484390258789,-4.073420889377594,258.74
75,7471104,2.979889154434204,223.03542757034302,32989,0.008303467137739062,-0.00020813877308683003,0,0.8569203615188599,-3.685804088115692,252.54
76,7569408,2.994809865951538,226.03023743629456,32824,0.007674998673610389,-0.001814852555799007,0,0.8557543158531189,-3.995920684337616,266.57
77,7667712,3.001053810119629,229.03129124641418,32756,0.008251139847561716,-0.0007384644159174059,0,0.8539069294929504,-3.8217693042755125,257.69
78,7766016,2.992036819458008,232.0233280658722,32855,0.009219340234994888,-0.0015475509804673492,0,0.854247510433197,-3.6989698934555055,244.16
79,7864320,3.0073235034942627,235.03065156936646,32688,0.008599232323467732,-0.0004896602615190205,0,0.8538469672203064,-3.7124590706825256,248.91
80,7962624,2.9810194969177246,238.01167106628418,32976,0.00846665697172284,-0.0018432284094160422,0,0.8524055480957031,-3.787629404067993,262.82
81,8060928,2.9800264835357666,240.99169754981995,32987,0.007945311674848198,-0.0002983247701195069,0,0.8512877821922302,-3.7826613759994507,265.33
82,8159232,2.9795713424682617,243.9712688922882,32992,0.006726440694183111,0.005721943200660462,0,0.8506706357002258,-3.6576602876186373,266.43
83,8257536,2.992370367050171,246.96363925933838,32851,0.006697394954971969,-0.003936940096900798,0,0.8491796851158142,-3.6891523706912994,260.52
84,8355840,3.07262921333313,250.0362684726715,31993,0.01002887599170208,-0.0043094718887005,0,0.8483051657676697,-3.712434298992157,261.95
85,8454144,2.9842371940612793,253.0205056667328,32941,0.007943666796199978,-0.0004909745184704661,0,0.8473078012466431,-3.6731258988380433,263.47
86,8552448,2.972749710083008,255.9932553768158,33068,0.0073573622852563855,0.0005335678812116385,0,0.8464202880859375,-3.7883279871940614,269.41
87,8650752,2.9791617393493652,258.97241711616516,32997,0.011047580931335687,-0.0041030311811482536,0,0.8449487686157227,-3.7126587200164796,267.26
88,8749056,2.9810547828674316,261.9534718990326,32976,0.007784618414007127,-0.0012600404264958343,0,0.8436118960380554,-3.719576131105423,267.46
89,8847360,2.990849733352661,264.94432163238525,32868,0.009044403489679099,-0.0024543037376133724,0,0.8433324694633484,-3.598373944759369,265.75
90,8945664,2.987506151199341,267.9318277835846,32905,0.007271894975565374,0.0004654640259104781,0,0.8431234359741211,-3.5638299870491026,266.21
91,9043968,2.9938483238220215,270.9256761074066,32835,0.006377965258434415,-0.0025272996223066,0,0.8420896530151367,-3.3809648299217225,254.5
92,9142272,2.983307123184204,273.9089832305908,32951,0.006210087472572923,-0.001142967261330341,0,0.8402441143989563,-3.413225820064545,237.81
93,9240576,2.988621234893799,276.8976044654846,32892,0.006268557533621788,-0.003484649379970506,0,0.837448239326477,-3.287338343858719,248.68
94,9338880,2.9944357872009277,279.89204025268555,32828,0.007540371851064265,-0.0013285005246871152,0,0.8360218405723572,-3.5698819732666016,261.29
95,9437184,2.976106643676758,282.8681468963623,33031,0.006163414288312197,-0.004016602211049758,0,0.8329775929450989,-3.3813517189025877,247.65
96,9535488,2.993168830871582,285.8613157272339,32842,0.006150607625022531,-0.0013912244030507281,0,0.8316029906272888,-3.2963662588596345,252.5
97,9633792,3.167475938796997,289.0287916660309,31035,0.006693813600577414,-0.0012163888924987987,0,0.8312944769859314,-3.4205509543418886,266.52
98,9732096,2.9940664768218994,292.0228581428528,32832,0.006707147927954793,-0.0022824777843197808,0,0.830631673336029,-3.473591878414154,265.52
99,9830400,2.9868240356445312,295.0096821784973,32912,0.006577707245014608,-0.0020490562430495627,0,0.8307324647903442,-3.3419981694221494,264.28
